hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,8,2015,July,30,24,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient-Party,173.0,0,2,Check-Out,2015-07-26
Resort Hotel,0,22,2015,July,30,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,153.0,0,2,Check-Out,2015-07-26
Resort Hotel,0,22,2015,July,30,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,173.0,0,2,Check-Out,2015-07-26
Resort Hotel,0,36,2015,July,30,24,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-07-26
Resort Hotel,1,105,2015,July,30,24,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,132.5,0,0,Canceled,2015-07-01
Resort Hotel,0,55,2015,July,30,24,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,75.44,0,1,Check-Out,2015-07-29
Resort Hotel,0,25,2015,July,30,24,2,6,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,2,Check-Out,2015-08-01
Resort Hotel,0,43,2015,July,30,24,2,7,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,166.0,0,0,Check-Out,2015-08-02
Resort Hotel,1,42,2015,July,30,24,3,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95.0,,0,Transient,107.0,0,0,Canceled,2015-06-26
Resort Hotel,1,39,2015,July,30,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Canceled,2015-07-11
Resort Hotel,0,1,2015,July,30,25,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,147.0,0,0,Check-Out,2015-07-27
Resort Hotel,0,43,2015,July,30,25,2,4,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,134.0,0,0,Check-Out,2015-07-31
Resort Hotel,0,54,2015,July,30,25,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,147.0,0,0,Check-Out,2015-08-01
Resort Hotel,0,75,2015,July,30,25,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,167.0,0,1,Check-Out,2015-08-01
Resort Hotel,0,31,2015,July,30,25,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,107.2,1,0,Check-Out,2015-08-01
Resort Hotel,1,25,2015,July,30,25,2,6,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,131.63,0,0,Canceled,2015-07-03
Resort Hotel,1,299,2015,July,30,25,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,149.0,0,1,Canceled,2015-03-25
Resort Hotel,1,50,2015,July,30,25,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,0,Canceled,2015-06-08
Resort Hotel,0,34,2015,July,31,26,2,0,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,103.18,0,0,Check-Out,2015-07-28
Resort Hotel,1,39,2015,July,31,26,3,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,133.0,0,1,Canceled,2015-06-17
Resort Hotel,1,48,2015,July,31,27,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,167.0,0,1,Canceled,2015-06-15
Resort Hotel,0,48,2015,July,31,27,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,145.0,1,0,Check-Out,2015-07-30
Resort Hotel,0,96,2015,July,31,27,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,166.0,1,2,Check-Out,2015-07-30
Resort Hotel,0,45,2015,July,31,27,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,107.0,1,2,Check-Out,2015-07-31
Resort Hotel,1,101,2015,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,219.43,0,2,Canceled,2015-05-13
Resort Hotel,1,101,2015,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,2,Canceled,2015-05-13
Resort Hotel,0,70,2015,July,31,28,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,,0,Transient,114.85,0,1,Check-Out,2015-07-29
Resort Hotel,0,32,2015,July,31,28,0,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,107.0,0,1,Check-Out,2015-08-01
Resort Hotel,0,47,2015,July,31,28,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,164.0,0,2,Check-Out,2015-08-01
Resort Hotel,1,29,2015,July,31,28,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,2,Canceled,2015-07-16
Resort Hotel,0,37,2015,July,31,29,1,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,157.0,0,1,Check-Out,2015-08-03
Resort Hotel,1,71,2015,July,31,29,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Canceled,2015-05-23
Resort Hotel,1,105,2015,July,31,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,90.95,0,0,Canceled,2015-04-15
Resort Hotel,0,17,2015,July,31,30,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,153.0,0,1,Check-Out,2015-08-01
Resort Hotel,0,3,2015,July,31,30,0,3,3,1.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,250.33,0,2,Check-Out,2015-08-02
Resort Hotel,1,31,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,154.0,0,2,Canceled,2015-06-30
Resort Hotel,1,31,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,154.0,0,2,Canceled,2015-06-30
Resort Hotel,0,42,2015,July,31,31,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,142.0,,0,Contract,0.0,0,0,Check-Out,2015-07-31
Resort Hotel,1,25,2015,July,31,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0,Canceled,2015-07-06
Resort Hotel,1,83,2015,July,31,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,1,Canceled,2015-06-16
Resort Hotel,1,18,2015,July,31,31,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,3,Canceled,2015-07-15
Resort Hotel,1,23,2015,July,31,31,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,112.0,0,1,Canceled,2015-07-14
Resort Hotel,0,80,2015,July,31,31,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,170.33,1,1,Check-Out,2015-08-06
Resort Hotel,1,10,2015,August,31,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,202.0,0,0,Canceled,2015-07-29
Resort Hotel,0,3,2015,August,31,1,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,188.29,0,2,Check-Out,2015-08-08
Resort Hotel,1,91,2015,August,31,1,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Transient,127.82,0,2,Canceled,2015-05-22
Resort Hotel,1,130,2015,August,31,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,2,Canceled,2015-05-19
Resort Hotel,1,130,2015,August,31,1,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,,0,Transient,96.3,0,0,Canceled,2015-05-22
Resort Hotel,0,66,2015,August,31,1,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,193.13,0,0,Check-Out,2015-08-09
Resort Hotel,1,53,2015,August,31,1,3,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,210.78,0,0,Canceled,2015-06-16
Resort Hotel,1,57,2015,August,31,1,4,10,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,241.0,,0,Transient,135.53,0,0,Canceled,2015-07-07
Resort Hotel,0,11,2015,August,31,1,4,10,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,172.0,0,0,Check-Out,2015-08-15
Resort Hotel,0,60,2015,August,32,2,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,180.28,0,0,Check-Out,2015-08-09
Resort Hotel,0,21,2015,August,32,3,0,0,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,F,0,No Deposit,250.0,,0,Transient,0.0,0,0,Check-Out,2015-08-03
Resort Hotel,1,13,2015,August,32,3,1,4,2,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,142.0,,0,Contract,220.55,0,0,Canceled,2015-07-24
Resort Hotel,0,83,2015,August,32,3,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,162.14,0,1,Check-Out,2015-08-10
Resort Hotel,1,82,2015,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Canceled,2015-07-06
Resort Hotel,0,94,2015,August,32,4,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2015-08-04
Resort Hotel,0,14,2015,August,32,4,0,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,241.0,0,2,Check-Out,2015-08-09
Resort Hotel,0,140,2015,August,32,4,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,1,0,Check-Out,2015-08-11
Resort Hotel,0,65,2015,August,32,5,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,261.0,,0,Transient,0.0,0,0,Check-Out,2015-08-05
Resort Hotel,1,0,2015,August,32,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,,,0,Transient,172.0,0,1,Canceled,2015-08-05
Resort Hotel,1,57,2015,August,32,5,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,183.0,0,0,Canceled,2015-07-23
Resort Hotel,1,16,2015,August,32,5,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,242.6,0,1,Canceled,2015-07-22
Resort Hotel,0,2,2015,August,32,6,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,0,Check-Out,2015-08-07
Resort Hotel,0,129,2015,August,32,6,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient-Party,126.0,0,1,Check-Out,2015-08-09
Resort Hotel,1,28,2015,August,32,6,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,239.3,0,1,Canceled,2015-07-21
Resort Hotel,0,98,2015,August,32,7,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,134.0,0,2,Check-Out,2015-08-11
Resort Hotel,1,122,2015,August,32,7,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,186.0,0,1,Canceled,2015-04-13
Resort Hotel,0,83,2015,August,32,7,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,107.2,0,2,Check-Out,2015-08-11
Resort Hotel,0,0,2015,August,32,8,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,171.9,1,0,Check-Out,2015-08-09
Resort Hotel,1,106,2015,August,32,8,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1,Canceled,2015-07-09
Resort Hotel,1,54,2015,August,32,8,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,1,Canceled,2015-06-22
Resort Hotel,0,75,2015,August,32,8,2,5,2,2.0,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,276.43,1,3,Check-Out,2015-08-15
Resort Hotel,1,91,2015,August,32,8,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1,Canceled,2015-05-14
Resort Hotel,1,58,2015,August,32,8,2,6,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,173.0,0,0,Canceled,2015-07-20
Resort Hotel,1,9,2015,August,33,9,2,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,207.0,0,2,Canceled,2015-08-01
Resort Hotel,1,65,2015,August,33,9,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,145.4,0,0,Canceled,2015-06-22
Resort Hotel,1,41,2015,August,33,9,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,2,Canceled,2015-07-17
Resort Hotel,0,5,2015,August,33,10,0,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,0.0,0,2,Check-Out,2015-08-10
Resort Hotel,0,19,2015,August,33,10,1,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,221.0,0,2,Check-Out,2015-08-13
Resort Hotel,0,112,2015,August,33,10,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,258.0,,0,Transient,129.0,0,0,Check-Out,2015-08-15
Resort Hotel,1,63,2015,August,33,10,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,0,Canceled,2015-06-19
Resort Hotel,0,35,2015,August,33,10,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,147.07,0,1,Check-Out,2015-08-16
Resort Hotel,1,85,2015,August,33,11,0,5,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,162.3,0,3,Canceled,2015-06-30
Resort Hotel,1,69,2015,August,33,11,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,156.73,0,0,Canceled,2015-06-04
Resort Hotel,1,102,2015,August,33,11,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1,Canceled,2015-05-06
Resort Hotel,1,102,2015,August,33,11,2,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,196.0,0,2,Canceled,2015-05-06
Resort Hotel,1,85,2015,August,33,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Canceled,2015-05-23
Resort Hotel,0,47,2015,August,33,12,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,157.08,0,2,Check-Out,2015-08-15
Resort Hotel,1,68,2015,August,33,12,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,173.5,0,0,Canceled,2015-08-11
Resort Hotel,0,128,2015,August,33,12,2,8,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,0,1,Check-Out,2015-08-22
Resort Hotel,0,78,2015,August,33,12,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-08-17
Resort Hotel,0,0,2015,August,33,13,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,,0,Transient,172.0,0,1,Check-Out,2015-08-14
Resort Hotel,0,9,2015,August,33,13,0,1,2,0.0,0,BB,CN,Corporate,Corporate,0,0,0,E,F,0,No Deposit,110.0,,0,Transient,184.45,1,0,Check-Out,2015-08-14
Resort Hotel,0,23,2015,August,33,13,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,142.0,,0,Contract,168.8,0,0,Check-Out,2015-08-16
Resort Hotel,1,8,2015,August,33,13,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,178.33,0,2,Canceled,2015-08-12
Resort Hotel,1,8,2015,August,33,13,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,178.33,0,2,Canceled,2015-08-12
Resort Hotel,0,21,2015,August,33,13,2,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient-Party,222.2,0,2,Check-Out,2015-08-18
Resort Hotel,0,0,2015,August,33,14,0,1,2,2.0,0,BB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,203.0,0,0,Check-Out,2015-08-15
Resort Hotel,0,0,2015,August,33,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,173.0,0,0,Check-Out,2015-08-15
Resort Hotel,1,51,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,232.0,0,1,Canceled,2015-06-26
Resort Hotel,1,84,2015,August,33,14,2,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,133.0,0,0,Canceled,2015-05-29
Resort Hotel,0,6,2015,August,33,14,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,195.8,1,1,Check-Out,2015-08-19
Resort Hotel,0,52,2015,August,33,14,2,5,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,2,No Deposit,,,0,Transient,160.0,1,0,Check-Out,2015-08-21
Resort Hotel,0,64,2015,August,33,14,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71.0,,0,Transient,107.0,0,0,Check-Out,2015-08-21
Resort Hotel,0,72,2015,August,33,15,2,3,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,131.2,0,1,Check-Out,2015-08-20
Resort Hotel,1,80,2015,August,33,15,2,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,133.0,0,1,Canceled,2015-08-05
Resort Hotel,0,31,2015,August,33,15,2,4,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,248.0,0,1,Check-Out,2015-08-21
Resort Hotel,1,77,2015,August,33,15,2,4,3,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,209.2,0,0,Canceled,2015-06-04
Resort Hotel,0,31,2015,August,33,15,2,4,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,299.33,1,1,Check-Out,2015-08-21
Resort Hotel,1,68,2015,August,33,15,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,135.0,0,0,Canceled,2015-07-21
Resort Hotel,1,98,2015,August,33,15,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,132.6,0,1,Canceled,2015-08-04
Resort Hotel,0,37,2015,August,34,16,1,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,307.0,0,Transient-Party,172.0,0,0,Check-Out,2015-08-17
Resort Hotel,0,37,2015,August,34,16,1,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,307.0,0,Transient,172.0,0,0,Check-Out,2015-08-17
Resort Hotel,0,2,2015,August,34,16,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,153.0,0,1,Check-Out,2015-08-17
Resort Hotel,1,12,2015,August,34,16,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,110.0,,0,Transient,184.45,0,0,Canceled,2015-08-10
Resort Hotel,1,12,2015,August,34,16,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,110.0,,0,Transient,184.45,0,0,Canceled,2015-08-10
Resort Hotel,1,66,2015,August,34,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,1,Canceled,2015-06-15
Resort Hotel,1,132,2015,August,34,17,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2,Canceled,2015-05-01
Resort Hotel,0,80,2015,August,34,17,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,131.1,0,0,Check-Out,2015-08-24
Resort Hotel,1,87,2015,August,34,17,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,87.9,0,0,Canceled,2015-07-01
Resort Hotel,0,126,2015,August,34,18,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,96.3,0,1,Check-Out,2015-08-24
Resort Hotel,0,57,2015,August,34,18,2,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242.0,,0,Transient,179.86,0,1,Check-Out,2015-08-25
Resort Hotel,0,10,2015,August,34,18,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,187.0,0,2,Check-Out,2015-08-25
Resort Hotel,0,92,2015,August,34,18,2,8,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,239.5,0,1,Check-Out,2015-08-28
Resort Hotel,1,33,2015,August,34,19,0,4,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181.0,,0,Transient,186.25,0,0,Canceled,2015-07-22
Resort Hotel,1,23,2015,August,34,19,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,241.0,0,1,Canceled,2015-08-04
Resort Hotel,1,98,2015,August,34,19,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2,Canceled,2015-07-31
Resort Hotel,1,58,2015,August,34,20,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,133.0,0,0,Canceled,2015-07-08
Resort Hotel,0,80,2015,August,34,20,2,7,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,2,Check-Out,2015-08-29
Resort Hotel,0,16,2015,August,34,21,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,163.35,0,1,Check-Out,2015-08-23
Resort Hotel,0,24,2015,August,34,21,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,171.9,0,2,Check-Out,2015-08-23
Resort Hotel,1,18,2015,August,34,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,213.5,0,2,Canceled,2015-08-06
Resort Hotel,0,16,2015,August,34,21,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,192.0,0,0,Check-Out,2015-08-26
Resort Hotel,1,71,2015,August,34,21,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,118.7,0,0,Canceled,2015-07-20
